relationship_id,entity_id_a,entity_id_b,relationship_type,role_a,role_b
rel-0000000,NK-99w7XVS8SvAN6LT4ACLRDa,NK-o5PQGUM8jtr7XF6Qqq3fpJ,Ownership,owner,asset
rel-0000001,NK-kcv6RqVGDKbWMaXuKYcziS,NK-NGQ9PVV5yKYtwFwrYqKsLg,UnknownLink,subject,object
rel-0000002,NK-RjMgWjJeqvwaUAAxyc9uKf,NK-9wRSqKASCprTwAKDLUBxnt,Ownership,owner,asset
rel-0000003,NK-jEg9ffm9mCQVWMi8kWXsrA,NK-arBW8i9idYNbpyfj828LxD,Ownership,owner,asset
rel-0000004,NK-e6vHZwTrZnLkHw7eoR7xnR,NK-eTHEJp5YfcCTwKmqnt743e,Ownership,owner,asset
rel-0000005,NK-neZdRCM4Agd9EjZvWy6Yoh,NK-aZoM3HbLrEetRNpxZ2o6dq,Ownership,owner,asset
rel-0000006,NK-b3fcbf4CHMfChZi52uVcjS,NK-iHmoXeuZRBDkpmjYpNn5Lv,Ownership,owner,asset
rel-0000007,NK-eRaydafM4WCpz6GDtEPCkx,NK-W8e7o33u8K6CdUieN6bqxm,Ownership,owner,asset
rel-0000008,NK-e3CBszZ4z7Zi2s2FQp5Kbr,NK-nwN35pjntT9hD6DKpVoXsh,Ownership,owner,asset
rel-0000009,Q63611067,Q4398633,Family,person,relative
rel-0000010,NK-jtVerogvcsNowZJdBqbqDa,NK-mu8RsGdLYSmSzyY8niyLpP,Ownership,owner,asset
rel-0000011,NK-kcv6RqVGDKbWMaXuKYcziS,NK-UVxknVrJ49M8eU62FcYBH3,UnknownLink,subject,object
rel-0000012,NK-VxekJrEY3Dez3pDiSgF5R2,NK-oSBeqLSswbhkdiCMfE5h3u,Ownership,owner,asset
rel-0000013,NK-PUoiZTPDehyJijQsNWX45v,NK-n3mqNyNNPRiqGcWtWR9Uoq,UnknownLink,subject,object
rel-0000014,NK-jj3vAETxpV67TYbc8GCkrw,NK-jtVerogvcsNowZJdBqbqDa,Ownership,owner,asset
rel-0000015,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-6MKmLEYCqhWcAQP6gN3Dvv,Ownership,owner,asset
rel-0000016,NK-WXPizVmyENZvPBA5HRVZKt,NK-nbzWgKijjkTBeF66DY98nw,Ownership,owner,asset
rel-0000017,NK-AXJyzfzQy6phGhGQT8TqqC,NK-A4xZy7j4p4fyEZtrZj2ADM,Ownership,owner,asset
rel-0000018,NK-jtVerogvcsNowZJdBqbqDa,NK-oDTLqgYVPPr5GwAaHPsxFG,Ownership,owner,asset
rel-0000019,NK-nbzWgKijjkTBeF66DY98nw,NK-UtJoCrVwJjdZBN9YMujMNE,Ownership,owner,asset
rel-0000020,NK-neZdRCM4Agd9EjZvWy6Yoh,NK-G6i9iYevre554shUtm3Bzy,Ownership,owner,asset
rel-0000021,NK-kcv6RqVGDKbWMaXuKYcziS,NK-9LzuKaJNyeei9mCEHXSCTq,UnknownLink,subject,object
rel-0000022,NK-fJCVW7tDDF2f2HfzMkjrYZ,NK-BMWJtvCHKeZEfXnZpDrEZW,Ownership,owner,asset
rel-0000023,NK-dDFnVHx6DzJSRd5p3X5ZeX,NK-E7pJMSxKkjwnXnu4And2Yx,Ownership,owner,asset
rel-0000024,NK-kcv6RqVGDKbWMaXuKYcziS,NK-bZ3Radsso2M5k2VmEMnJMS,UnknownLink,subject,object
rel-0000025,NK-ivJZPmgX4dVuV3KJmWuEQA,NK-P7DSWDDywTjTUsQ6xf8k7E,Ownership,owner,asset
rel-0000026,NK-neZdRCM4Agd9EjZvWy6Yoh,ofac-50687,Ownership,owner,asset
rel-0000027,Q125175113,Q2007053,Family,person,relative
rel-0000028,NK-VfnudPd6LTMbMViqynLmqb,NK-P7DSWDDywTjTUsQ6xf8k7E,Ownership,owner,asset
rel-0000029,Q461631,NK-TGuXyWFxdreyPLzxXepnN9,Ownership,owner,asset
rel-0000030,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-Mxz3QTkEkvAWVwQdLqLi8i,Ownership,owner,asset
rel-0000031,NK-UVQW9fDEsnApiQQSso2gFN,NK-m8LRLxgWB3HzXo5tj7Gf2n,Ownership,owner,asset
rel-0000032,NK-SMP8H36PFko3oafdtnnEvK,NK-WhQKAZQWzif3tAgumU6iuK,Ownership,owner,asset
rel-0000033,NK-jtVerogvcsNowZJdBqbqDa,NK-kB5BsfdLiGuSpmgRXCRz2v,Ownership,owner,asset
rel-0000034,NK-kcv6RqVGDKbWMaXuKYcziS,NK-jbha85SvsD6o7KzVP6jY2Q,UnknownLink,subject,object
rel-0000035,NK-mmGxwFYre24XCPwZhrZ2t5,NK-bCqCZiXVhavep845qc8m9W,UnknownLink,subject,object
rel-0000036,NK-DNJYcDkUxJqvVmN2RnPWHc,NK-QzvQuVaatQC4DH6ACU7t88,Directorship,director,organization
rel-0000037,NK-kcv6RqVGDKbWMaXuKYcziS,NK-5gDV6kM5YhuZN957KQeQtj,UnknownLink,subject,object
rel-0000038,NK-kB5BsfdLiGuSpmgRXCRz2v,NK-jtVerogvcsNowZJdBqbqDa,UnknownLink,subject,object
rel-0000039,NK-kNULoiM7XfTYeWLtTZ4UHg,NK-bcXpUctZCj9hFJ8cFqPpBM,Ownership,owner,asset
rel-0000040,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-nBM4ev7WcjeoJ8Vzr2N4ap,Ownership,owner,asset
rel-0000041,Q119781769,Q4398633,Family,person,relative
rel-0000042,NK-VM8ggWYc5Y23kmModbr8EV,NK-nbzWgKijjkTBeF66DY98nw,Ownership,owner,asset
rel-0000043,NK-HTvfAwicaWMpEAaPzb832i,NK-fAnmWiiqpidM7C9Cbbhs7z,Directorship,director,organization
rel-0000044,Q18399315,Q4398633,Family,person,relative
rel-0000045,Q461631,NK-RfTi2rMnM3RLaDT8iaGAEF,Ownership,owner,asset
rel-0000046,NK-kcgP8Tjzwzr2prt9UPt9ox,NK-S457BEKePU9JF2oU69q3Kq,Ownership,owner,asset
rel-0000047,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-gkj8DnQtf4zrQhym3LLGCN,Ownership,owner,asset
rel-0000048,NK-kcv6RqVGDKbWMaXuKYcziS,NK-jpw8s7GbQGf3iLQJW5eCc6,UnknownLink,subject,object
rel-0000049,Q104902312,Q516824,Family,person,relative
rel-0000050,NK-W756ZfkRhbqnUaR5Dd6nYa,NK-jbuK5iavVL8rwHYeUZ67sS,Ownership,owner,asset
rel-0000051,NK-kcv6RqVGDKbWMaXuKYcziS,NK-9LzuKaJNyeei9mCEHXSCTq,Ownership,owner,asset
rel-0000052,NK-JZsFEEoDrfw2oqamGomb3R,NK-ANii8iYiMBuGHuKCGa5y5N,Ownership,owner,asset
rel-0000053,Q19816371,Q7747,Family,person,relative
rel-0000054,NK-kAM2M2rAgGVmT8jmqfxbcM,NK-izn5VxudNcuBrspaLdQHDM,Ownership,owner,asset
rel-0000055,NK-kBVvcCVP5742vPaMLLcbvz,NK-f276CTc72sLRzDzyqr7QYc,Ownership,owner,asset
rel-0000056,NK-TheYANLbBFVEkfz5xQMGVd,NK-acAEvXeuT6DzpvbszESm5U,Ownership,owner,asset
rel-0000057,NK-VDEKGF5ZgHAkye4kGuUXs3,NK-eE4nEEqtTSzRdfRBek5kG5,Ownership,owner,asset
rel-0000058,NK-b3fcbf4CHMfChZi52uVcjS,NK-k4yY3ZFURxpF3ZFvPgJrsQ,Ownership,owner,asset
rel-0000059,NK-kcv6RqVGDKbWMaXuKYcziS,NK-bNpojrdStRVBM4auLKD8VS,UnknownLink,subject,object
rel-0000060,NK-iobJarJcJgjCFHmLx3XSwp,NK-h2LzwXnBSvkcY59NZAHVbg,Ownership,owner,asset
rel-0000061,NK-XMx7cGiDzYyG5sn2kn2GUu,NK-nbzWgKijjkTBeF66DY98nw,Ownership,owner,asset
rel-0000062,NK-gToaaA9V47RYhVzXFMUG74,NK-FngAz8uHrJ26xvAi99bPAt,Ownership,owner,asset
rel-0000063,NK-AC5eiv9ZWweF3dYDeZxZsB,NK-hAzVExynbzSoPrf3ZR4GEV,Directorship,director,organization
rel-0000064,NK-mu8RsGdLYSmSzyY8niyLpP,NK-jtVerogvcsNowZJdBqbqDa,UnknownLink,subject,object
rel-0000065,NK-kcv6RqVGDKbWMaXuKYcziS,NK-iCBWssQzDn7Bu4bMqeWpHn,UnknownLink,subject,object
rel-0000066,NK-TGNsZBDYaQhrdZnbYcin9M,NK-nXXGurKkbVnXGytkKX9YXH,Ownership,owner,asset
rel-0000067,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-XRKdxSfpeZbkq6CjafPkVd,Ownership,owner,asset
rel-0000068,NK-mogNbwN2oTeTXGVV6T4GGH,NK-e3CBszZ4z7Zi2s2FQp5Kbr,Ownership,owner,asset
rel-0000069,NK-YiR5sPozSEUWY9MR82L2cb,NK-fGtcYxL5U8nVo7VDXBEEPz,Ownership,owner,asset
rel-0000070,NK-jj3vAETxpV67TYbc8GCkrw,NK-jAjDQx8NUBGdJB4RCMLScf,Ownership,owner,asset
rel-0000071,NK-YyLLRBBSTMBw7a6tug9zVd,NK-jVhS8kCEJfFKeWzGdYAmuZ,UnknownLink,subject,object
rel-0000072,NK-j9LrsWYGvQvgfWybVGmKvD,NK-nmUtRzJuxoiG4L8Jsr6wAn,UnknownLink,subject,object
rel-0000073,Q109493338,Q4162750,Family,person,relative
rel-0000074,Q461631,NK-VK8Tx7rNK9g8oRjJJH88VW,Ownership,owner,asset
rel-0000075,NK-b3fcbf4CHMfChZi52uVcjS,NK-B7gozVbTy5fQ3YZNPvUxVS,Ownership,owner,asset
rel-0000076,NK-kcv6RqVGDKbWMaXuKYcziS,NK-kcv6RqVGDKbWMaXuKYcziS,UnknownLink,subject,object
rel-0000077,Q461631,NK-Ns3huTHg5uMib66mQhS3Ns,Ownership,owner,asset
rel-0000078,Q108919185,NK-Yfxk62ToF9Khg2QrJDF3kg,UnknownLink,subject,object
rel-0000079,NK-b3fcbf4CHMfChZi52uVcjS,NK-VNorCgsZmKnEbu99Zzegpp,Ownership,owner,asset
rel-0000080,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-4MwksaHtCgcKqERgqvB3xL,Ownership,owner,asset
rel-0000081,NK-b3fcbf4CHMfChZi52uVcjS,NK-QUhtRxUZVdvCTGQJTrBHMv,Ownership,owner,asset
rel-0000082,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-P83tcDd6GsYUST8eZqM6ji,Ownership,owner,asset
rel-0000083,NK-b3fcbf4CHMfChZi52uVcjS,NK-fGenpugiXqQgJhYbP6U3GS,Ownership,owner,asset
rel-0000084,NK-jdmoc3YaQ4xB578e3ut4cD,NK-SZiNSXBmSPKKdnZifst9DQ,Ownership,owner,asset
rel-0000085,NK-amDXeENgjpWYSnDQ8dokeN,NK-fAnmWiiqpidM7C9Cbbhs7z,Ownership,owner,asset
rel-0000086,NK-Yfxk62ToF9Khg2QrJDF3kg,NK-VYaMsKjEGbzLDAs5czKV6h,Ownership,owner,asset
rel-0000087,NK-K7uU8tB3M7PLwHguaPutPt,NK-egkSKM3BsXUCBbib52mzre,Ownership,owner,asset
rel-0000088,NK-QzsWnEuD6asSGbnwNqhKRq,NK-7wnZFjPqCc3Bbm3bGyn6dL,Ownership,owner,asset
rel-0000089,NK-nbzWgKijjkTBeF66DY98nw,NK-gcmQSRQjsrwfv777Rgbx4o,Ownership,owner,asset
rel-0000090,NK-LqngbkJsZjrkVLdkUXrAKw,NK-gLpqjfQbvnYZrRDFKLnzZq,Ownership,owner,asset
rel-0000091,NK-NEEGLMVCce9TTnz2P3qpNr,NK-oH84LLLpxpCwvkBqKpHEwx,UnknownLink,subject,object
rel-0000092,Q29865118,Q204027,Family,person,relative
rel-0000093,NK-kcv6RqVGDKbWMaXuKYcziS,NK-bXxC8QxQGf9RuyaVXSnYM3,UnknownLink,subject,object
rel-0000094,NK-DNJYcDkUxJqvVmN2RnPWHc,NK-XpGPdqznN5Nvq2hhXbww3b,Directorship,director,organization
rel-0000095,NK-KyL35XzAGyF5uPbLxNAD45,NK-btJFaXE9C53CKz5RT6D7aT,Ownership,owner,asset
rel-0000096,Q21887442,NK-mLTieiUr3id3zvBNmkHKzy,Directorship,director,organization
rel-0000097,NK-UVQW9fDEsnApiQQSso2gFN,NK-XeGn5rReDMM8CyVqU4ANKX,Ownership,owner,asset
rel-0000098,NK-SFBFSavsdmXLutqj3KU3bY,NK-PA8MSsdu4BAVMystLhDR4d,Directorship,director,organization
rel-0000099,NK-3Bd2kyN59TDiQD6cfCfvts,NK-nbzWgKijjkTBeF66DY98nw,Ownership,owner,asset
rel-0000100,NK-b3fcbf4CHMfChZi52uVcjS,NK-duGNfKhDUcGk6A43nWfg25,Ownership,owner,asset
rel-0000101,Q111263326,Q4359688,Family,person,relative
rel-0000102,NK-nbzWgKijjkTBeF66DY98nw,NK-j9LJ456gJxhz9eFDb4DZyo,Ownership,owner,asset
rel-0000103,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-4Ukj3kMEqXn7sj7GHFYC2x,Ownership,owner,asset
rel-0000104,NK-b6HVKLoM3ASz5aLPYXbCmk,NK-KJNvfCg4kKTohB2KionHX2,Ownership,owner,asset
rel-0000105,NK-kcv6RqVGDKbWMaXuKYcziS,NK-9nJff9yTZ9V3AT73zouvZC,UnknownLink,subject,object
rel-0000106,Q39383275,NK-g8JoGm8hqTBqbiFnAF7w3M,Directorship,director,organization
rel-0000107,NK-deNbhe89zdhf34soUTqYhd,NK-UiHk37V9AHsGWADYrqjpMV,Directorship,director,organization
rel-0000108,NK-b3fcbf4CHMfChZi52uVcjS,NK-5zLWWFySXu644gi64pLrWK,Ownership,owner,asset
rel-0000109,Q137381681,NK-gbbKofvPLBW6szUysavyQb,UnknownLink,subject,object
rel-0000110,NK-N2FkvdBdw9cKnUkQtnJWub,NK-dkQmcSJrkupFYhtqjYvcx3,Ownership,owner,asset
rel-0000111,NK-kcv6RqVGDKbWMaXuKYcziS,NK-cVssfXLJuFJAJsLtieeHnU,UnknownLink,subject,object
rel-0000112,NK-nbzWgKijjkTBeF66DY98nw,NK-4Cj7QKYiDmZYaGFB4Dy7Tf,Ownership,owner,asset
rel-0000113,NK-ZbrbryykgJ6W9pbAx9yqwF,us-dod-mil-3a39ba20189a5280226ebd7ecbdcc6b4122e0ea7,Ownership,owner,asset
rel-0000114,NK-b3fcbf4CHMfChZi52uVcjS,NK-Za9UZncqzvQxcEEwChwXCi,Ownership,owner,asset
rel-0000115,NK-oDTLqgYVPPr5GwAaHPsxFG,NK-jtVerogvcsNowZJdBqbqDa,UnknownLink,subject,object
rel-0000116,NK-VDEKGF5ZgHAkye4kGuUXs3,NK-KNWZLjMpNFzr6wxGBtPf8U,Ownership,owner,asset
rel-0000117,NK-X5nnF6AhwSJsosW7GE7y2F,NK-d9knRv7SUcH3MHv4Nhaiie,Ownership,owner,asset
rel-0000118,NK-YpzGbpHAwpJVUA9pmQtJKW,NK-e3CBszZ4z7Zi2s2FQp5Kbr,Ownership,owner,asset
rel-0000119,NK-ifGYJVqQAMQGmPTDr8YGh9,NK-i59BNASHsy7pT4uaVEAhUC,Directorship,director,organization
rel-0000120,Q461631,NK-kDTHa9JcaeVHdo7Wj9Dbyj,Ownership,owner,asset
rel-0000121,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-6GnmT4syo6qSE8sL9wGHRG,Ownership,owner,asset
rel-0000122,NK-kmNC4gcozwdd4aYfhFM4BH,NK-dfSSchqZmUHkhufDKRxrhk,Ownership,owner,asset
rel-0000123,NK-SVh4ZYDd5ehmHswsjwtUoz,NK-6BoCn4DtY5K43k2kH4pDm8,Ownership,owner,asset
rel-0000124,NK-neZdRCM4Agd9EjZvWy6Yoh,NK-FumxpRMJGdVefeTYsThkVQ,Ownership,owner,asset
rel-0000125,NK-X5nnF6AhwSJsosW7GE7y2F,NK-PXExjtQ5P27opaKVXNAPNR,Ownership,owner,asset
rel-0000126,NK-jRRv24p4NPvZXHRQmeMjd4,NK-ivuyVjBqEGCPiRr7umteuN,Ownership,owner,asset
rel-0000127,NK-kcv6RqVGDKbWMaXuKYcziS,NK-hxi3QdpkkKH9mvGPGTLuZK,UnknownLink,subject,object
rel-0000128,NK-Kf9Ns9bVQBJzRMCCMHpsM8,NK-nbzWgKijjkTBeF66DY98nw,Ownership,owner,asset
rel-0000129,NK-gvaoGXc4UUtrWTQUJPH4tD,NK-f32p7eLNJPgXfhWNMJkSNn,Ownership,owner,asset
rel-0000130,Q15072147,Q182654,Family,person,relative
rel-0000131,NK-eYB98X7w34n8oQ5fNvzZau,Q1395387,Family,person,relative
rel-0000132,NK-BJFtBwEVxjd3aY4ikANVxC,NK-mnisuEVVb6rY3LH87qHLeP,UnknownLink,subject,object
rel-0000133,NK-UWtuFDX57KwGPkmMhT5FAE,NK-bs7nh6CKxzYZkmShnQ4foc,Ownership,owner,asset
rel-0000134,NK-neZdRCM4Agd9EjZvWy6Yoh,NK-dVRe4Tyg777Nbj65J9M2Ba,Ownership,owner,asset
rel-0000135,NK-eRaydafM4WCpz6GDtEPCkx,NK-bkXSAmPnyDCoccs5z7ubgW,Ownership,owner,asset
rel-0000136,NK-4aVdKNqi3qbBKnAnUgt5yH,NK-aSfnqWHTi5jUzfSEbiKMta,Ownership,owner,asset
rel-0000137,NK-nq68oAyhLJDTxPnYfQq8Vg,NK-k2MpyKNvzUd4U86EvMTXXY,Ownership,owner,asset
rel-0000138,NK-kttC2Q2LeVnh2pos3SbsWW,NK-9p99jRNgxWSpaWHP8BTBJ7,Ownership,owner,asset
rel-0000139,NK-LC9bZpNppyyrJpDnSECJ85,NK-Kd64picRt6vW3NnAWmvyMh,UnknownLink,subject,object
rel-0000140,NK-g2u8ssdx89A9hXaACgsfJq,NK-hB3xXUiX2DqxongYPyv4xA,UnknownLink,subject,object
rel-0000141,Q4665375,ch-seco-31b76dc81e000abaf34cdec0813808a5a9d9579f,Family,person,relative
rel-0000142,NK-WzYdMMrXgyBU3wDi9rTpgT,NK-oBUeRCmc2coyuakNSktBmc,UnknownLink,subject,object
rel-0000143,NK-e3CBszZ4z7Zi2s2FQp5Kbr,NK-YpzGbpHAwpJVUA9pmQtJKW,UnknownLink,subject,object
rel-0000144,NK-kZuR5tZo9Nc9XvdbCraQ4u,NK-nFg77q6vHJLmSUp8mm3pPS,UnknownLink,subject,object
rel-0000145,Q1185380,ch-seco-3401665af0c177f3048d91dadb10e27a6e9b64d8,UnknownLink,subject,object
rel-0000146,NK-Wvcjb8onyEN5a3RZq5Gixd,NK-eG42EVWMizVRHKRM9QmwMY,UnknownLink,subject,object
rel-0000147,NK-kDpBJhLmuLwPofaNHXNnQN,NK-hAzVExynbzSoPrf3ZR4GEV,UnknownLink,subject,object
rel-0000148,Q4073516,Q4480431,UnknownLink,subject,object
rel-0000149,NK-SE9VEBxE6R5mPw4TJJmCgW,Q1316,UnknownLink,subject,object
rel-0000150,NK-jhJXLdvyhwcDAzkM3ew5Yz,Q4226624,UnknownLink,subject,object
rel-0000151,Q3052569,Q253660,UnknownLink,subject,object
rel-0000152,Q3052569,Q1316,UnknownLink,subject,object
rel-0000153,NK-jy8UfqFdogeGc4ZywrpXwW,NK-eVWnikYoUmLzbE57rQyH8z,UnknownLink,subject,object
rel-0000154,NK-SFUNuN9LzgDuzGGfq5ehQt,NK-VxekJrEY3Dez3pDiSgF5R2,UnknownLink,subject,object
rel-0000155,NK-eTHEJp5YfcCTwKmqnt743e,NK-e6vHZwTrZnLkHw7eoR7xnR,UnknownLink,subject,object
rel-0000156,Q60455444,Q599233,UnknownLink,subject,object
rel-0000157,NK-inXs8mmxZdz4nPck7bmkno,Q15902969,UnknownLink,subject,object
rel-0000158,NK-kZuR5tZo9Nc9XvdbCraQ4u,NK-nFg77q6vHJLmSUp8mm3pPS,UnknownLink,subject,object
rel-0000159,NK-QYq9dm75GBdScz5CXa7BEf,Q4398633,UnknownLink,subject,object
rel-0000160,NK-biUZAm6p9iU85KwC2SjMCi,Q4398633,UnknownLink,subject,object
rel-0000161,NK-Uy8dWaz84nQXfRM7thwf8w,Q4226624,UnknownLink,subject,object
rel-0000162,Q20986675,NK-ipVrFZf7o3drYzB3jPB6tu,UnknownLink,subject,object
rel-0000163,NK-XEqZEJz44VLdQqHaSBDZmR,NK-VtXYfisUqzv8KWbGn5qTqv,UnknownLink,subject,object
rel-0000164,NK-GbFjWHiaPV2y68TnPGepJZ,NK-dDbPwteGDYbsbN4vu7NMYw,UnknownLink,subject,object
rel-0000165,NK-kFKzyS6sccXYPbsRTTdQVe,NK-dDbPwteGDYbsbN4vu7NMYw,UnknownLink,subject,object
rel-0000166,Q137381681,Q447173,UnknownLink,subject,object
rel-0000167,NK-UxAAsq3DmTAmeaMADK8suf,NK-nhVh7wyKTwmWsXKFrjHTMs,UnknownLink,subject,object
rel-0000168,NK-jZtHiS7kJTSJQxNpoS8rhS,NK-VDb3UmimTCx7hx9gpuMbUN,UnknownLink,subject,object
rel-0000169,NK-89K5VgLS4Va7KQsb3MmA97,NK-XvopmHN8L4EmfutYpJDxMz,UnknownLink,subject,object
rel-0000170,NK-89K5VgLS4Va7KQsb3MmA97,NK-3yDHEpYztFSyYfYdPVdQD7,UnknownLink,subject,object
rel-0000171,Q39383275,Q2035045,UnknownLink,subject,object
rel-0000172,NK-Ex5rFfoxPgxqGNGxfnj436,Q42308800,UnknownLink,subject,object
rel-0000173,NK-iKDa4Wah4VkKffk9UBycjb,NK-mMTD9Fzvzwi3JMUDVpCirS,UnknownLink,subject,object
rel-0000174,NK-V6xZcY3Xax9KVYQ7zJmN9f,Q16514790,UnknownLink,subject,object
rel-0000175,NK-ncXYjsiNtMLh2vgVA5kLAZ,NK-a9zaEt9BsFZ9aawgapfvNH,Family,person,relative
rel-0000176,Q24810229,NK-oDoHg7bvNya7MzmaPZnf4L,UnknownLink,subject,object
rel-0000177,NK-c94wfxi4pMYK9qQ2CVBMJV,NK-P7cbW8hZNb7DFnGM7kPupH,UnknownLink,subject,object
rel-0000178,NK-VxekJrEY3Dez3pDiSgF5R2,NK-jrwjiN79cUokXyUJa6fLD7,UnknownLink,subject,object
rel-0000179,NK-nnthCZ9q4D23QFmrjaUsRb,NK-XQyT4HRQdRu5G9rNcKN27V,UnknownLink,subject,object
rel-0000180,Q4223214,Q4532584,UnknownLink,subject,object
rel-0000181,NK-kDpBJhLmuLwPofaNHXNnQN,NK-jsXc8hBVYoLZQWHXaoZwQh,UnknownLink,subject,object
rel-0000182,NK-oDTLqgYVPPr5GwAaHPsxFG,NK-jtVerogvcsNowZJdBqbqDa,UnknownLink,subject,object
rel-0000183,NK-KLKAnbYudtMbKcjrnk78rB,NK-RKe6YL87vGgFm7Em2sfheR,UnknownLink,subject,object
rel-0000184,Q890630,NK-fy6HSWx9GwZTuTBA2kPctK,UnknownLink,subject,object
rel-0000185,Q25160388,NK-nFg77q6vHJLmSUp8mm3pPS,UnknownLink,subject,object
rel-0000186,NK-jy8UfqFdogeGc4ZywrpXwW,NK-FrL6LMrhsHazceZs2Urcbw,UnknownLink,subject,object
rel-0000187,NK-9QPRe2owbxF7ayuUKaRkte,NK-ddFxF8qvXwnXLPuUfnECXw,UnknownLink,subject,object
rel-0000188,NK-4fa3SNWJz2XnjbgGNGKmM7,NK-Kd64picRt6vW3NnAWmvyMh,UnknownLink,subject,object
rel-0000189,Q4223214,NK-4TAo3sMMLRhrZPioxA9wTs,UnknownLink,subject,object
rel-0000190,Q105406312,NK-oUHjoxn7Zk6vRFwzrG7X7h,UnknownLink,subject,object
rel-0000191,Q1185380,ch-seco-3ed6602346b866ca28a590c35e6ca14dd92944a9,UnknownLink,subject,object
rel-0000192,NK-NEEGLMVCce9TTnz2P3qpNr,NK-oH84LLLpxpCwvkBqKpHEwx,UnknownLink,subject,object
rel-0000193,NK-c94wfxi4pMYK9qQ2CVBMJV,NK-ioeEB7WJSRjyRFpFxtdjCh,UnknownLink,subject,object
rel-0000194,Q557317,Q7747,UnknownLink,subject,object
rel-0000195,Q4096707,Q7747,UnknownLink,subject,object
rel-0000196,NK-YyLLRBBSTMBw7a6tug9zVd,NK-TcPfdoSacsi4ovtKBGx4f5,UnknownLink,subject,object
rel-0000197,Q4519280,Q4480431,UnknownLink,subject,object
rel-0000198,NK-jAjDQx8NUBGdJB4RCMLScf,NK-jj3vAETxpV67TYbc8GCkrw,UnknownLink,subject,object
rel-0000199,NK-ViEqvpCMmHfDcJLvH4XEGi,fr-ga-named-pao-sovcomflot-societe-mere,UnknownLink,subject,object
rel-0000200,NK-ns7oiKUhZQopVSRFGVP4ua,NK-kEk89723rPrkQjt2hYSGCS,UnknownLink,subject,object
rel-0000201,NK-nmUtRzJuxoiG4L8Jsr6wAn,NK-ipVrFZf7o3drYzB3jPB6tu,UnknownLink,subject,object
rel-0000202,NK-jtVerogvcsNowZJdBqbqDa,NK-ipVrFZf7o3drYzB3jPB6tu,UnknownLink,subject,object
rel-0000203,NK-nCs6FpGhk9Nzj7sAkgFbTm,Q56366348,UnknownLink,subject,object
rel-0000204,NK-ddDH8RgsuzE2DH2aDanJQE,NK-hY7tY4sVEmrWnEXtF9eGD7,UnknownLink,subject,object
rel-0000205,NK-ZoBhzZv7NdLLmjMYu9QXxg,NK-b3fcbf4CHMfChZi52uVcjS,UnknownLink,subject,object
rel-0000206,NK-jAjDQx8NUBGdJB4RCMLScf,NK-ipVrFZf7o3drYzB3jPB6tu,UnknownLink,subject,object
rel-0000207,NK-jtVerogvcsNowZJdBqbqDa,NK-jj3vAETxpV67TYbc8GCkrw,UnknownLink,subject,object
rel-0000208,NK-U6nDmVDx5xkLWnCotCVbBm,NK-PUoiZTPDehyJijQsNWX45v,UnknownLink,subject,object
rel-0000209,NK-jtVerogvcsNowZJdBqbqDa,NK-dEqWCxXHxuQ4tbWFS9UWLv,UnknownLink,subject,object
rel-0000210,NK-cBxiqJDCs2AvXSQ9ZFyw3j,NK-i6qnkXQKUZz9VCWpGoPwrC,Ownership,owner,asset
rel-0000211,NK-gdB6dXMk62opAYYDu6uQib,NK-i73wqUoQd2jmUSLeXSuZQ6,Ownership,owner,asset
rel-0000212,NK-cMrMDc9yTmkdCP9MZ7feje,NK-7DE2gQ3gPfV4ri5g2S5yWx,Ownership,owner,asset
rel-0000213,NK-dsZwhJBFrCYhttYFv9NP9G,NK-KkpawoT9zVFUSLk459FS6i,Ownership,owner,asset
rel-0000214,gb-fcdo-named-almuhit-alhadi-marine-services,NK-XUYeo6fspN9wqu8rkfEaWS,Ownership,owner,asset
rel-0000215,NK-cBxiqJDCs2AvXSQ9ZFyw3j,NK-f9kUcyyjUFzrP9aYtV93FP,Ownership,owner,asset
rel-0000216,NK-gPxPPi6BriACdxhoP72LH6,NK-3zGaGguoqRoQXkg4UaeWjR,Ownership,owner,asset
rel-0000217,NK-DQtzTz9H5qKad6f8GSc4FN,NK-dZnagStMJgeEoRv8nWaJCU,Ownership,owner,asset
rel-0000218,NK-gdB6dXMk62opAYYDu6uQib,NK-XdsZyCjDgK33mxRBxJWTNA,Ownership,owner,asset
rel-0000219,NK-gPxPPi6BriACdxhoP72LH6,NK-kmpVNXtxvprEXFzLT2nM2i,Ownership,owner,asset
rel-0000220,NK-d3oXycKUXP8RveVioFPa83,NK-coMBSFfbywgBNYindbDeBe,Ownership,owner,asset
rel-0000221,NK-Yh4GdBCNKomhVUSGK5y9dX,NK-GPkkbhp3NM4ekkATMA9cSH,Ownership,owner,asset
rel-0000222,NK-UueYEhALVqpDkonTPgs4EK,NK-nuKgnkPzkn3udEDPDL4z3D,Ownership,owner,asset
